OID_,Value,DepoZone,EUcropClas,SlopeClass,DepoZones,CropShort,SlopeTxt,lucode,Ndeposition,NUE,PUE,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
389,390,17,5,1,15.001-17 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,390,15.94257641,0.6,0.93,6.377030564,0,200,0.934505641,0,0,200
390,391,17,5,2,15.001-17 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,391,15.98736954,0.61,0.85,6.235074121,0.258172631,200,1,0,0.258172631,200
391,392,17,5,3,15.001-17 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,392,15.97974491,0.64,0.83,5.752708168,0.355212957,200,1,0,0.355212957,200
392,393,17,3,1,15.001-17 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,393,15.91099358,0.63,0.95,5.887067625,0.594618797,200,0.17606321,0,0.594618797,200
393,394,17,3,2,15.001-17 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,394,15.83709621,0.65,1.09,5.542983674,0.794196665,200,0.024727695,0,0.794196665,200
394,395,14,2,5,13.001-14 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,395,13.51230049,0.13,0.265,11.75570143,0.034990564,200,0.955479801,0,0.034990564,200
395,396,17,1,5,15.001-17 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,396,15.84723759,0.41,0.52,9.349870178,0.899999976,200,0.882949233,0,0.899999976,200
396,397,17,5,4,15.001-17 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,397,15.9545908,0.64,0.78,5.743652688,0.605924785,200,1,0,0.605924785,200
397,398,17,4,4,15.001-17 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,398,15.98176813,0.58,0.73,6.712342615,0.865791351,200,0.867509097,0,0.865791351,200
398,399,17,3,3,15.001-17 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,399,15.87481308,0.64,1.04,5.714932709,0.899999976,200,0.020070281,0,0.899999976,200
399,400,15,1,5,14.001-15 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,400,14.48785782,0.44,0.54,8.113200379,0.899999976,200,0.833233416,0,0.899999976,200
400,401,15,2,5,14.001-15 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,401,14.47326183,0.28,0.29,10.42074852,0.010845556,200,0.956352413,0,0.010845556,200
401,402,14,3,4,13.001-14 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,402,13.42468739,0.66,0.97,4.564393713,0.899999976,200,0.015284771,0,0.899999976,200
402,403,15,5,5,14.001-15 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,403,14.52331734,0.67,0.89,4.792694722,0.899999976,200,1,0,0.899999976,200
403,404,17,2,5,15.001-17 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,404,15.84752464,0.27,0.31,11.56869299,0.028611001,200,0.957202911,0,0.028611001,200
404,405,20,5,1,17.001-20 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,405,18.36730003,0.58,0.84,7.714266013,0,200,0.953646362,0,0,200
405,406,20,2,1,17.001-20 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,406,18.37527466,0.56,0.85,8.08512085,0.899999976,200,0.986018836,0,0.899999976,200
406,407,20,4,1,17.001-20 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,407,18.51487923,0.57,0.86,7.961398069,0.209180504,200,0.976982355,0,0.209180504,200
407,408,20,2,2,17.001-20 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,408,18.11749268,0.65,0.9,6.341122438,0.899999976,200,0.954130888,0,0.899999976,200
408,409,20,3,1,17.001-20 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,409,18.45264816,0.59,0.9,7.565585746,0.701318741,200,0.364260107,0,0.701318741,200
409,410,20,1,1,17.001-20 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,410,18.45188713,0.58,0.85,7.749792595,0.899999976,200,0.967059255,0,0.899999976,200
410,411,20,2,3,17.001-20 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,411,18.24844933,0.62,0.69,6.934410745,0.899999976,200,0.954240501,0,0.899999976,200
411,412,20,1,3,17.001-20 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,412,18.30582619,0.59,0.76,7.505388738,0.899999976,200,0.605300903,0,0.899999976,200
412,413,20,4,3,17.001-20 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,413,18.2839241,0.64,0.84,6.582212676,0.625180066,200,0.8924734,0,0.625180066,200
413,414,20,1,2,17.001-20 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,414,18.28232193,0.61,0.85,7.130105553,0.899999976,200,0.831170559,0,0.899999976,200
414,415,20,1,4,17.001-20 kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,415,18.41996574,0.56,0.65,8.104784926,0.899999976,200,0.170736909,0,0.899999976,200
415,416,20,4,2,17.001-20 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,416,18.30289078,0.64,0.98,6.589040681,0.412716538,200,0.92945677,0,0.412716538,200
416,417,20,3,2,17.001-20 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,417,18.14921761,0.64,1.02,6.53371834,0.899999976,200,0.072683379,0,0.899999976,200
417,418,20,2,4,17.001-20 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,418,18.37757587,0.45,0.58,10.10766673,0.899999976,200,0.952747881,0,0.899999976,200
418,419,20,3,3,17.001-20 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,419,18.05744553,0.62,0.97,6.861829301,0.899999976,200,0.030013891,0,0.899999976,200
419,420,20,5,2,17.001-20 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,420,18.35835457,0.58,0.84,7.710508919,0.254813194,200,1,0,0.254813194,200
420,421,20,3,4,17.001-20 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,421,18.21711826,0.55,0.69,8.197703217,0.899999976,200,0.009474591,0,0.899999976,200
421,422,17,5,5,15.001-17 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,422,15.90663099,0.67,0.91,5.249188227,0.694115579,200,1,0,0.694115579,200
422,423,20,5,3,17.001-20 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,423,18.31827164,0.58,0.84,7.693674089,0.358382732,200,1,0,0.358382732,200
423,424,15,3,4,14.001-15 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,424,14.43785048,0.63,0.81,5.342004678,0.899999976,200,0.020082014,0,0.899999976,200
424,425,17,4,5,15.001-17 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,425,15.97301006,0.54,0.63,7.347584628,0.635713875,200,0.888932586,0,0.635713875,200
425,426,20,5,4,17.001-20 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,426,18.15176773,0.62,0.76,6.897671737,0.784766316,200,1,0,0.784766316,200
426,427,20,4,4,17.001-20 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,427,18.35048103,0.56,0.66,8.074211653,0.855023921,200,0.873483121,0,0.855023921,200
427,428,20,1,5,17.001-20 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,428,18.36254692,0.62,0.52,6.97776783,0.899999976,200,0.523137152,0,0.899999976,200
428,429,20,4,5,17.001-20 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,429,18.52504349,0.58,0.58,7.780518266,0.604376853,200,0.886603355,0,0.604376853,200
429,430,20,2,5,17.001-20 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,430,18.36855888,0.27,0.28,13.40904798,0.039732095,200,0.927681565,0,0.039732095,200
430,431,17,3,4,15.001-17 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,431,15.88160133,0.6,0.8,6.352640532,0.899999976,200,0.061635412,0,0.899999976,200
431,432,25,2,1,20.001-25 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,432,21.86390114,0.56,0.8,9.620116502,0.899999976,200,0.989814162,0,0.899999976,200
432,433,25,5,1,20.001-25 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,433,21.57891083,0.58,0.82,9.063142549,0,200,0.960979044,0,0,200
433,434,25,5,2,20.001-25 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,434,21.8035183,0.58,0.82,9.157477686,0.402973533,200,1,0,0.402973533,200
434,435,25,2,2,20.001-25 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,435,21.38438797,0.56,0.78,9.409130707,0.899999976,200,0.958929718,0,0.899999976,200
435,436,25,2,3,20.001-25 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,436,21.16355705,0.45,0.55,11.63995638,0.899999976,200,0.955118895,0,0.899999976,200
436,437,25,3,2,20.001-25 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,437,21.8801384,0.55,0.82,9.84606228,0.884718359,200,0.152510151,0,0.884718359,200
437,438,25,3,1,20.001-25 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,438,21.98009109,0.56,0.83,9.67124008,0.802494049,200,0.315707684,0,0.802494049,200
438,439,25,4,1,20.001-25 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,439,22.12041283,0.54,0.8,10.1753899,0.243883312,200,0.955764979,0,0.243883312,200
439,440,25,1,1,20.001-25 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,440,22.14167976,0.55,0.81,9.963755892,0.899999976,200,0.975035131,0,0.899999976,200
440,441,25,1,4,20.001-25 kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,441,21.54345703,0.4,0.48,12.92607422,0.899999976,200,0.02648,0,0.899999976,200
441,442,25,1,3,20.001-25 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,442,21.67189217,0.45,0.58,11.91954069,0.899999976,200,0.104476463,0,0.899999976,200
442,443,25,4,2,20.001-25 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,443,21.65366554,0.53,0.76,10.1772228,0.230000675,200,0.929819316,0,0.230000675,200
443,444,25,1,2,20.001-25 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,444,21.90487289,0.55,0.81,9.857192801,0.899999976,200,0.883344591,0,0.899999976,200
444,445,25,3,3,20.001-25 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,445,21.82514954,0.5,0.61,10.91257477,0.840974629,200,0.060746584,0,0.840974629,200
445,446,25,4,3,20.001-25 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,446,21.41702271,0.43,0.56,12.20770294,0.424302518,200,0.888998628,0,0.424302518,200
446,447,25,2,4,20.001-25 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,447,21.3363018,0.38,0.34,13.22850712,0.899999976,200,0.948969364,0,0.899999976,200
447,448,25,5,3,20.001-25 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,448,21.73996544,0.58,0.82,9.130785485,0.420422703,200,1,0,0.420422703,200
448,449,25,4,4,20.001-25 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,449,21.2432518,0.39,0.4,12.9583836,0.854410589,200,0.863587022,0,0.854410589,200
449,450,25,5,4,20.001-25 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,450,21.41102409,0.56,0.85,9.4208506,0.842191517,200,1,0,0.842191517,200
450,451,25,3,4,20.001-25 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,451,21.60411453,0.45,0.57,11.88226299,0.899999976,200,0.01862064,0,0.899999976,200
451,452,25,1,5,20.001-25 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,452,21.63991451,0.38,0.37,13.416747,0.899999976,200,0.024716486,0,0.899999976,200
452,453,25,2,5,20.001-25 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,453,21.90584755,0.35,0.34,14.23880091,0,200,0.692245603,0,0,200
453,454,20,5,5,17.001-20 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,454,18.18455887,0.64,0.76,6.546441193,0.875384271,200,1,0,0.875384271,200
454,455,12,4,5,11.001-12 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,455,11.50556612,0.47,0.54,6.097950044,0.757968664,200,0.874349415,0,0.757968664,200
455,456,10,6,2,8.001-10 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,456,9.067461014,0.7,0.98,2.720238304,0.899999976,200,0.548183352,0,0.899999976,200
456,457,10,6,1,8.001-10 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,457,9.132448196,0.67,1.01,3.013707905,0.899999976,200,0.618577123,0,0.899999976,200
457,458,10,6,3,8.001-10 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,458,8.967448235,0.69,0.95,2.779908953,0.899999976,200,0.325450271,0,0.899999976,200
458,459,10,6,4,8.001-10 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,459,8.935489655,0.65,0.84,3.127421379,0.899999976,200,0.234394133,0,0.899999976,200
459,460,10,6,5,8.001-10 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,460,8.942323685,0.56,0.63,3.934622421,0.899999976,200,0.766961157,0,0.899999976,200
460,461,8,6,5,7.001-8 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,461,7.519583941,0.55,0.64,3.383812773,0.899999976,200,0.179431476,0,0.899999976,200
461,462,11,3,5,10.001-11 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,462,10.39170933,0.61,0.82,4.052766639,0.839758635,200,0.581134379,0,0.839758635,200
462,463,13,3,5,12.001-13 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,463,12.44510651,0.65,0.75,4.355787279,0.899999976,200,0.436668217,0,0.899999976,200
463,464,11,6,3,10.001-11 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,464,10.46484661,0.66,0.97,3.558047847,0.899999976,200,0.403889418,0,0.899999976,200
464,465,11,6,1,10.001-11 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,465,10.44692898,0.63,0.94,3.865363723,0.899999976,200,0.698364258,0,0.899999976,200
465,466,11,6,2,10.001-11 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,466,10.4457531,0.66,0.97,3.551556054,0.899999976,200,0.547828197,0,0.899999976,200
466,467,11,6,4,10.001-11 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,467,10.46656036,0.65,0.9,3.663296126,0.899999976,200,0.453211874,0,0.899999976,200
467,468,12,6,4,11.001-12 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,468,11.44961739,0.63,0.83,4.236358434,0.899999976,200,0.281523868,0,0.899999976,200
468,469,12,6,3,11.001-12 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,469,11.43356514,0.65,0.96,4.001747799,0.899999976,200,0.335217774,0,0.899999976,200
469,470,12,6,1,11.001-12 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,470,11.4469471,0.59,0.86,4.693248311,0.86980778,200,0.773367822,0,0.86980778,200
470,471,12,6,2,11.001-12 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,471,11.42561245,0.66,0.99,3.884708233,0.899999976,200,0.52787739,0,0.899999976,200
471,472,11,6,5,10.001-11 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,472,10.49532986,0.64,0.86,3.77831875,0.899999976,200,0.73489809,0,0.899999976,200
472,473,13,6,1,12.001-13 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,473,12.40524197,0.57,0.77,5.334254047,0.899999976,200,0.752577543,0,0.899999976,200
473,474,13,6,2,12.001-13 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,474,12.41270924,0.66,1.02,4.220321142,0.899999976,200,0.487333417,0,0.899999976,200
474,475,13,6,3,12.001-13 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,475,12.410676,0.67,0.99,4.09552308,0.899999976,200,0.410393178,0,0.899999976,200
475,476,13,6,4,12.001-13 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,476,12.46932125,0.65,0.82,4.364262438,0.899999976,200,0.389642268,0,0.899999976,200
476,477,12,3,5,11.001-12 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,477,11.48783016,0.6,0.73,4.595132064,0.899999976,200,0.354554072,0,0.899999976,200
477,478,13,6,5,12.001-13 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,478,12.5403986,0.65,0.75,4.38913951,0.899999976,200,0.687880337,0,0.899999976,200
478,479,14,6,3,13.001-14 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,479,13.44005966,0.67,0.99,4.435219688,0.899999976,200,0.393897042,0,0.899999976,200
479,480,14,6,2,13.001-14 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,480,13.46873856,0.67,1.02,4.444683725,0.899999976,200,0.440577805,0,0.899999976,200
480,481,14,6,1,13.001-14 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,481,13.44188881,0.64,1.04,4.839079972,0.899999976,200,0.663720667,0,0.899999976,200
481,482,14,6,4,13.001-14 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,482,13.39580822,0.66,0.8,4.554574795,0.899999976,200,0.417945445,0,0.899999976,200
482,483,14,3,5,13.001-14 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,483,13.36008453,0.72,0.85,3.740823668,0.899999976,200,0.497782797,0,0.899999976,200
483,484,14,6,5,13.001-14 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,484,13.33539677,0.66,0.71,4.534034902,0.899999976,200,0.740576565,0,0.899999976,200
484,485,15,6,3,14.001-15 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,485,14.4191494,0.66,0.87,4.902510796,0.899999976,200,0.587789237,0,0.899999976,200
485,486,15,6,1,14.001-15 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,486,14.41126347,0.64,0.98,5.188054849,0.899999976,200,0.719430625,0,0.899999976,200
486,487,15,6,2,14.001-15 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,487,14.40127754,0.66,0.92,4.896434364,0.899999976,200,0.648935795,0,0.899999976,200
487,488,15,6,4,14.001-15 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,488,14.44514561,0.64,0.75,5.20025242,0.899999976,200,0.427970797,0,0.899999976,200
488,489,12,6,5,11.001-12 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,489,11.45736504,0.63,0.83,4.239225065,0.899999976,200,0.577414095,0,0.899999976,200
489,490,17,6,1,15.001-17 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,490,15.93788862,0.61,0.9,6.215776562,0.899999976,200,0.757032126,0,0.899999976,200
490,491,17,6,2,15.001-17 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,491,15.89073277,0.65,0.96,5.56175647,0.899999976,200,0.591164201,0,0.899999976,200
491,492,17,6,3,15.001-17 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,492,15.95442772,0.64,0.86,5.743593979,0.899999976,200,0.545819044,0,0.899999976,200
492,493,17,6,4,15.001-17 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,493,15.95794964,0.62,0.74,6.064020863,0.899999976,200,0.286544904,0,0.899999976,200
493,494,17,6,5,15.001-17 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,494,15.99831486,0.62,0.64,6.079359647,0.899999976,200,0.720231473,0,0.899999976,200
494,495,20,6,1,17.001-20 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,495,18.50244904,0.57,0.83,7.956053087,0.899999976,200,0.863528132,0,0.899999976,200
495,496,20,6,2,17.001-20 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,496,18.20413208,0.67,1.01,6.007363586,0.899999976,200,0.772098541,0,0.899999976,200
496,497,20,6,3,17.001-20 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,497,18.1521225,0.66,0.86,6.17172165,0.899999976,200,0.661956668,0,0.899999976,200
497,498,20,6,4,17.001-20 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,498,18.3121376,0.64,0.68,6.592369536,0.899999976,200,0.10534082,0,0.899999976,200
498,499,25,6,1,20.001-25 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,499,22.01413345,0.57,0.81,9.466077384,0.899999976,200,0.869876802,0,0.899999976,200
499,500,25,6,2,20.001-25 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,500,21.6047945,0.59,0.86,8.857965745,0.899999976,200,0.821889937,0,0.899999976,200
500,501,25,6,3,20.001-25 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,501,21.38685226,0.61,0.77,8.340872381,0.899999976,200,0.812263966,0,0.899999976,200
501,502,15,3,5,14.001-15 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,502,14.47878361,0.62,0.78,5.501937772,0.899999976,200,0.636618376,0,0.899999976,200
502,503,17,3,5,15.001-17 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,503,15.98068047,0.65,0.78,5.593238165,0.411013693,200,0.725452125,0,0.411013693,200
503,504,25,6,4,20.001-25 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,504,21.25815392,0.42,0.57,12.32972927,0.899999976,200,0.817750037,0,0.899999976,200
504,505,25,5,5,20.001-25 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,505,20.43339348,0.54,0.81,9.399361001,0.899999976,200,1,0,0.899999976,200
505,506,25,6,5,20.001-25 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,506,21.10079956,0.42,0.5,12.23846374,0.899999976,200,0.835467577,0,0.899999976,200
506,507,15,4,5,14.001-15 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,507,14.47797918,0.22,0.18,11.29282376,0.813824058,200,0.883800268,0,0.813824058,200
507,508,15,6,5,14.001-15 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,508,14.42797852,0.59,0.63,5.915471193,0.899999976,200,0.771229148,0,0.899999976,200
508,509,30,3,1,25.001-30 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,509,26.52323532,0.53,0.76,12.4659206,0.606958091,200,0.08455874,0,0.606958091,200
509,510,30,3,2,25.001-30 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,510,26.66577339,0.46,0.57,14.39951763,0.319022894,200,0.016869403,0,0.319022894,200
510,511,30,1,1,25.001-30 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,511,26.26130009,0.5,0.76,13.13065005,0.813225687,200,0.892202735,0,0.813225687,200
511,512,30,4,1,25.001-30 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,512,26.3250618,0.5,0.73,13.1625309,0.130451262,200,0.921530664,0,0.130451262,200
512,513,30,5,1,25.001-30 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,513,26.34544754,0.59,0.81,10.80163349,0.247830093,200,0.964465499,0,0.247830093,200
513,514,30,1,2,25.001-30 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,514,26.33401108,0.49,0.66,13.43034565,0.899999976,200,0.293557435,0,0.899999976,200
514,515,30,4,2,25.001-30 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,515,26.87591743,0.47,0.68,14.24423624,0.093712188,200,0.918434083,0,0.093712188,200
515,516,30,2,1,25.001-30 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,516,25.94551754,0.53,0.78,12.19439324,0.850735784,200,0.990184844,0,0.850735784,200
516,517,30,4,3,25.001-30 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,517,26.99655914,0.41,0.55,15.92796989,0.342286468,200,0.748823702,0,0.342286468,200
517,518,30,6,1,25.001-30 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,518,25.97548676,0.56,0.79,11.42921417,0.899999976,200,0.68408829,0,0.899999976,200
518,519,30,2,2,25.001-30 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,519,26.04001236,0.47,0.68,13.80120655,0.899999976,200,0.960981071,0,0.899999976,200
519,520,30,5,2,25.001-30 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,520,26.54266548,0.5,0.75,13.27133274,0.302750885,200,1,0,0.302750885,200
520,521,30,6,2,25.001-30 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,521,26.42238235,0.49,0.72,13.475415,0.899999976,200,2.46E-09,0,0.899999976,200
521,522,30,1,3,25.001-30 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,522,27.06483078,0.42,0.52,15.69760185,0.899999976,200,0,0,0.899999976,200
522,523,30,5,3,25.001-30 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,523,26.69684124,0.5,0.73,13.34842062,0.234797269,200,1,0,0.234797269,200
523,524,30,3,3,25.001-30 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,524,27.38913727,0.45,0.55,15.0640255,0.166689664,200,0.010258994,0,0.166689664,200
524,525,30,2,3,25.001-30 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,525,26.88762665,0.38,0.4,16.67032852,0.899999976,200,0.515253276,0,0.899999976,200
525,526,30,6,3,25.001-30 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,526,27.09736061,0.42,0.55,15.71646915,0.899999976,200,0,0,0.899999976,200
526,527,30,1,4,25.001-30 kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,527,27.46481323,0.38,0.42,17.0281842,0.899999976,200,0,0,0.899999976,200
527,528,20,3,5,17.001-20 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,528,18.11664009,0.65,0.62,6.340824032,0.823426485,200,0.673741281,0,0.823426485,200
528,529,25,4,5,20.001-25 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,529,21.5073595,0.41,0.43,12.68934211,0.899999976,200,0.87653777,0,0.899999976,200
529,530,40,3,1,30.001-40 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,530,32.60879898,0.48,0.73,16.95657547,0.494850367,200,0.010593505,0,0.494850367,200
